 #  SO virial mass [solar mass]  red-shift  b 
  3.2132887129E+08  2.7092204523E-01  7.2819374698E-01
  3.2132887129E+08  2.9254190344E-01  7.2885443454E-01
  3.2132887129E+08  3.1588704860E-01  7.2959019429E-01
  3.2132887129E+08  3.4109516039E-01  7.3041101133E-01
  3.2132887129E+08  3.6831490545E-01  7.3132839929E-01
  3.2132887129E+08  3.9770681421E-01  7.3235565950E-01
  3.2132887129E+08  4.2944422755E-01  7.3350818711E-01
  3.2132887129E+08  4.6371431916E-01  7.3480383288E-01
  3.2132887129E+08  5.0071919938E-01  7.3626333116E-01
  3.2132887129E+08  5.4067710714E-01  7.3791080656E-01
  3.2132887129E+08  5.8382369709E-01  7.3977437421E-01
  3.2132887129E+08  6.3041342936E-01  7.4188685125E-01
  3.2132887129E+08  6.8072107024E-01  7.4428660170E-01
  3.2132887129E+08  7.3504331267E-01  7.4701854042E-01
  3.2132887129E+08  7.9370052598E-01  7.5013532726E-01
  3.2132887129E+08  8.5703864533E-01  7.5369878828E-01
  3.2132887129E+08  9.2543121183E-01  7.5778161088E-01
  3.2132887129E+08  9.9928157557E-01  7.6246936913E-01
  3.2132887129E+08  1.0790252744E+00  7.6786294456E-01
  3.2132887129E+08  1.1651326025E+00  7.7408142359E-01
  3.2132887129E+08  1.2581113840E+00  7.8126557693E-01
  3.2132887129E+08  1.3585099681E+00  7.8958203518E-01
  3.2132887129E+08  1.4669204626E+00  7.9922830945E-01
  3.2132887129E+08  1.5839822262E+00  8.1043884437E-01
  3.2132887129E+08  1.7103856391E+00  8.2349230442E-01
  3.2132887129E+08  1.8468761745E+00  8.3872037967E-01
  3.2132887129E+08  1.9942587952E+00  8.5651841217E-01
  3.2132887129E+08  2.1534027008E+00  8.7735825224E-01
  3.2132887129E+08  2.3252464539E+00  9.0180380697E-01
  3.2132887129E+08  2.5108035155E+00  9.3052987554E-01
  3.2132887129E+08  2.7111682218E+00  9.6434496004E-01
  3.2132887129E+08  2.9275222379E+00  1.0042189434E+00
  3.2132887129E+08  3.1611415273E+00  1.0513166423E+00
  3.2132887129E+08  3.4134038766E+00  1.1070385783E+00
  3.2132887129E+08  3.6857970212E+00  1.1730704763E+00
  3.2132887129E+08  3.9799274192E+00  1.2514434467E+00
  3.2132887129E+08  4.2975297259E+00  1.3446072029E+00
  3.2132887129E+08  4.6404770237E+00  1.4555191367E+00
  3.2132887129E+08  5.0107918691E+00  1.5877528133E+00
  3.2132887129E+08  5.4106582205E+00  1.7456301843E+00
  3.2132887129E+08  5.8424343185E+00  1.9343827595E+00
  3.2132887129E+08  6.3086665938E+00  2.1603482074E+00
  3.2132887129E+08  6.8121046848E+00  2.4312103480E+00
  3.2132887129E+08  7.3557176540E+00  2.7562922343E+00
  3.2132887129E+08  7.9427114979E+00  3.1469142554E+00
  3.2132887129E+08  8.5765480550E+00  3.6168319331E+00
  3.2132887129E+08  9.2609654221E+00  4.1827714251E+00
  3.2132887129E+08  1.0000000000E+01  4.8650848978E+00
  4.1211664213E+08  5.0000000000E-03  7.2246182024E-01
  4.1211664213E+08  5.3990051491E-03  7.2247015372E-01
  4.1211664213E+08  5.8298513201E-03  7.2247915912E-01
  4.1211664213E+08  6.2950794591E-03  7.2248889121E-01
  4.1211664213E+08  6.7974332828E-03  7.2249940931E-01
  4.1211664213E+08  7.3398754590E-03  7.2251077770E-01
  4.1211664213E+08  7.9256050794E-03  7.2252306607E-01
  4.1211664213E+08  8.5580765267E-03  7.2253634995E-01
  4.1211664213E+08  9.2410198469E-03  7.2255071125E-01
  4.1211664213E+08  9.9784627473E-03  7.2256623886E-01
  4.1211664213E+08  1.0774754351E-02  7.2258302920E-01
  4.1211664213E+08  1.1634590844E-02  7.2260118698E-01
  4.1211664213E+08  1.2563043175E-02  7.2262082591E-01
  4.1211664213E+08  1.3565586958E-02  7.2264206954E-01
  4.1211664213E+08  1.4648134767E-02  7.2266505217E-01
  4.1211664213E+08  1.5817071007E-02  7.2268991988E-01
  4.1211664213E+08  1.7079289562E-02  7.2271683159E-01
  4.1211664213E+08  1.8442234458E-02  7.2274596035E-01
  4.1211664213E+08  1.9913943760E-02  7.2277749468E-01
  4.1211664213E+08  2.1503096980E-02  7.2281164007E-01
  4.1211664213E+08  2.3219066263E-02  7.2284862067E-01
  4.1211664213E+08  2.5071971662E-02  7.2288868120E-01
  4.1211664213E+08  2.7072740821E-02  7.2293208895E-01
  4.1211664213E+08  2.9233173419E-02  7.2297913619E-01
  4.1211664213E+08  3.1566010763E-02  7.2303014273E-01
  4.1211664213E+08  3.4085010929E-02  7.2308545883E-01
  4.1211664213E+08  3.6805029903E-02  7.2314546849E-01
  4.1211664213E+08  3.9742109192E-02  7.2321059309E-01
  4.1211664213E+08  4.2913570433E-02  7.2328129557E-01
  4.1211664213E+08  4.6338117547E-02  7.2335808501E-01
  4.1211664213E+08  5.0035947047E-02  7.2344152199E-01
  4.1211664213E+08  5.4028867150E-02  7.2353222446E-01
  4.1211664213E+08  5.8340426388E-02  7.2363087455E-01
  4.1211664213E+08  6.2996052495E-02  7.2373822621E-01
  4.1211664213E+08  6.8023202359E-02  7.2385511393E-01
  4.1211664213E+08  7.3451523959E-02  7.2398246271E-01
  4.1211664213E+08  7.9313031213E-02  7.2412129941E-01
  4.1211664213E+08  8.5642292783E-02  7.2427276574E-01
  4.1211664213E+08  9.2476635943E-02  7.2443813315E-01
  4.1211664213E+08  9.9856366727E-02  7.2461881996E-01
  4.1211664213E+08  1.0782500763E-01  7.2481641103E-01
  4.1211664213E+08  1.1642955428E-01  7.2503268044E-01
  4.1211664213E+08  1.2572075261E-01  7.2526961768E-01
  4.1211664213E+08  1.3575339814E-01  7.2552945793E-01
  4.1211664213E+08  1.4658665911E-01  7.2581471719E-01
  4.1211664213E+08  1.5828442547E-01  7.2612823298E-01
  4.1211664213E+08  1.7091568562E-01  7.2647321170E-01
  4.1211664213E+08  1.8455493335E-01  7.2685328381E-01
  4.1211664213E+08  1.9928260709E-01  7.2727256809E-01
  4.1211664213E+08  2.1518556436E-01  7.2773574685E-01
  4.1211664213E+08  2.3235759400E-01  7.2824815380E-01
  4.1211664213E+08  2.5089996929E-01  7.2881587706E-01
  4.1211664213E+08  2.7092204523E-01  7.2944588003E-01
  4.1211664213E+08  2.9254190344E-01  7.3014614326E-01
  4.1211664213E+08  3.1588704860E-01  7.3092583155E-01
  4.1211664213E+08  3.4109516039E-01  7.3179549042E-01
  4.1211664213E+08  3.6831490545E-01  7.3276727794E-01
  4.1211664213E+08  3.9770681421E-01  7.3385523811E-01
  4.1211664213E+08  4.2944422755E-01  7.3507562374E-01
  4.1211664213E+08  4.6371431916E-01  7.3644727834E-01
  4.1211664213E+08  5.0071919938E-01  7.3799208773E-01
  4.1211664213E+08  5.4067710714E-01  7.3973551496E-01
  4.1211664213E+08  5.8382369709E-01  7.4170723412E-01
  4.1211664213E+08  6.3041342936E-01  7.4394188181E-01
  4.1211664213E+08  6.8072107024E-01  7.4647994987E-01
  4.1211664213E+08  7.3504331267E-01  7.4936884642E-01
  4.1211664213E+08  7.9370052598E-01  7.5266415828E-01
  4.1211664213E+08  8.5703864533E-01  7.5643115370E-01
  4.1211664213E+08  9.2543121183E-01  7.6074657581E-01
  4.1211664213E+08  9.9928157557E-01  7.6570078576E-01
  4.1211664213E+08  1.0790252744E+00  7.7140032443E-01
  4.1211664213E+08  1.1651326025E+00  7.7797098049E-01
  4.1211664213E+08  1.2581113840E+00  7.8556147540E-01
  4.1211664213E+08  1.3585099681E+00  7.9434788546E-01
  4.1211664213E+08  1.4669204626E+00  8.0453896280E-01
  4.1211664213E+08  1.5839822262E+00  8.1638254966E-01
  4.1211664213E+08  1.7103856391E+00  8.3017330215E-01
  4.1211664213E+08  1.8468761745E+00  8.4626202905E-01
  4.1211664213E+08  1.9942587952E+00  8.6506695925E-01
  4.1211664213E+08  2.1534027008E+00  8.8708738511E-01
  4.1211664213E+08  2.3252464539E+00  9.1292015692E-01
  4.1211664213E+08  2.5108035155E+00  9.4327968179E-01
  4.1211664213E+08  2.7111682218E+00  9.7902213778E-01
  4.1211664213E+08  2.9275222379E+00  1.0211748744E+00
  4.1211664213E+08  3.1611415273E+00  1.0709720595E+00
  4.1211664213E+08  3.4134038766E+00  1.1298980023E+00
  4.1211664213E+08  3.6857970212E+00  1.1997397877E+00
  4.1211664213E+08  3.9799274192E+00  1.2826512633E+00
  4.1211664213E+08  4.2975297259E+00  1.3812309321E+00
  4.1211664213E+08  4.6404770237E+00  1.4986167581E+00
  4.1211664213E+08  5.0107918691E+00  1.6386016503E+00
  4.1211664213E+08  5.4106582205E+00  1.8057742663E+00
  4.1211664213E+08  5.8424343185E+00  2.0056907277E+00
  4.1211664213E+08  6.3086665938E+00  2.2450841570E+00
  4.1211664213E+08  6.8121046848E+00  2.5321205383E+00
  4.1211664213E+08  7.3557176540E+00  2.8767113289E+00
  4.1211664213E+08  7.9427114979E+00  3.2908955811E+00
  4.1211664213E+08  8.5765480550E+00  3.7893072931E+00
  4.1211664213E+08  9.2609654221E+00  4.3897473104E+00
  4.1211664213E+08  1.0000000000E+01  5.1138835281E+00
  5.2855545174E+08  5.0000000000E-03  7.2337578388E-01
  5.2855545174E+08  5.3990051491E-03  7.2338464603E-01
  5.2855545174E+08  5.8298513201E-03  7.2339422266E-01
  5.2855545174E+08  6.2950794591E-03  7.2340457202E-01
  5.2855545174E+08  6.7974332828E-03  7.2341575717E-01
  5.2855545174E+08  7.3398754590E-03  7.2342784646E-01
  5.2855545174E+08  7.9256050794E-03  7.2344091396E-01
  5.2855545174E+08  8.5580765267E-03  7.2345503998E-01
  5.2855545174E+08  9.2410198469E-03  7.2347031160E-01
  5.2855545174E+08  9.9784627473E-03  7.2348682329E-01
  5.2855545174E+08  1.0774754351E-02  7.2350467756E-01
  5.2855545174E+08  1.1634590844E-02  7.2352398572E-01
  5.2855545174E+08  1.2563043175E-02  7.2354486862E-01
  5.2855545174E+08  1.3565586958E-02  7.2356745758E-01
  5.2855545174E+08  1.4648134767E-02  7.2359189534E-01
  5.2855545174E+08  1.5817071007E-02  7.2361833714E-01
  5.2855545174E+08  1.7079289562E-02  7.2364695188E-01
  5.2855545174E+08  1.8442234458E-02  7.2367792344E-01
  5.2855545174E+08  1.9913943760E-02  7.2371145214E-01
  5.2855545174E+08  2.1503096980E-02  7.2374775631E-01
  5.2855545174E+08  2.3219066263E-02  7.2378707412E-01
  5.2855545174E+08  2.5071971662E-02  7.2382966553E-01
  5.2855545174E+08  2.7072740821E-02  7.2387581450E-01
  5.2855545174E+08  2.9233173419E-02  7.2392583147E-01
  5.2855545174E+08  3.1566010763E-02  7.2398005610E-01
  5.2855545174E+08  3.4085010929E-02  7.2403886040E-01
  5.2855545174E+08  3.6805029903E-02  7.2410265213E-01
  5.2855545174E+08  3.9742109192E-02  7.2417187871E-01
  5.2855545174E+08  4.2913570433E-02  7.2424703163E-01
  5.2855545174E+08  4.6338117547E-02  7.2432865134E-01
  5.2855545174E+08  5.0035947047E-02  7.2441733283E-01
  5.2855545174E+08  5.4028867150E-02  7.2451373196E-01
  5.2855545174E+08  5.8340426388E-02  7.2461857257E-01
  5.2855545174E+08  6.2996052495E-02  7.2473265461E-01
  5.2855545174E+08  6.8023202359E-02  7.2485686337E-01
  5.2855545174E+08  7.3451523959E-02  7.2499218001E-01
  5.2855545174E+08  7.9313031213E-02  7.2513969353E-01
  5.2855545174E+08  8.5642292783E-02  7.2530061457E-01
  5.2855545174E+08  9.2476635943E-02  7.2547629112E-01
  5.2855545174E+08  9.9856366727E-02  7.2566822658E-01
  5.2855545174E+08  1.0782500763E-01  7.2587810062E-01
  5.2855545174E+08  1.1642955428E-01  7.2610779307E-01
  5.2855545174E+08  1.2572075261E-01  7.2635941163E-01
  5.2855545174E+08  1.3575339814E-01  7.2663532385E-01
  5.2855545174E+08  1.4658665911E-01  7.2693819418E-01
  5.2855545174E+08  1.5828442547E-01  7.2727102700E-01
  5.2855545174E+08  1.7091568562E-01  7.2763721656E-01
  5.2855545174E+08  1.8455493335E-01  7.2804060527E-01
  5.2855545174E+08  1.9928260709E-01  7.2848555152E-01
  5.2855545174E+08  2.1518556436E-01  7.2897700906E-01
  5.2855545174E+08  2.3235759400E-01  7.2952061969E-01
  5.2855545174E+08  2.5089996929E-01  7.3012282205E-01
  5.2855545174E+08  2.7092204523E-01  7.3079097908E-01
  5.2855545174E+08  2.9254190344E-01  7.3153352790E-01
  5.2855545174E+08  3.1588704860E-01  7.3236015596E-01
  5.2855545174E+08  3.4109516039E-01  7.3328200865E-01
  5.2855545174E+08  3.6831490545E-01  7.3431193382E-01
  5.2855545174E+08  3.9770681421E-01  7.3546477051E-01
  5.2855545174E+08  4.2944422755E-01  7.3675768990E-01
  5.2855545174E+08  4.6371431916E-01  7.3821059859E-01
  5.2855545174E+08  5.0071919938E-01  7.3984661574E-01
  5.2855545174E+08  5.4067710714E-01  7.4169263821E-01
  5.2855545174E+08  5.8382369709E-01  7.4378001040E-01
  5.2855545174E+08  6.3041342936E-01  7.4614531874E-01
  5.2855545174E+08  6.8072107024E-01  7.4883133576E-01
  5.2855545174E+08  7.3504331267E-01  7.5188814252E-01
  5.2855545174E+08  7.9370052598E-01  7.5537446427E-01
  5.2855545174E+08  8.5703864533E-01  7.5935926098E-01
  5.2855545174E+08  9.2543121183E-01  7.6392362647E-01
  5.2855545174E+08  9.9928157557E-01  7.6916305812E-01
  5.2855545174E+08  1.0790252744E+00  7.7519017026E-01
  5.2855545174E+08  1.1651326025E+00  7.8213794604E-01
  5.2855545174E+08  1.2581113840E+00  7.9016364342E-01
  5.2855545174E+08  1.3585099681E+00  7.9945348262E-01
  5.2855545174E+08  1.4669204626E+00  8.1022829105E-01
  5.2855545174E+08  1.5839822262E+00  8.2275030589E-01
  5.2855545174E+08  1.7103856391E+00  8.3733137040E-01
  5.2855545174E+08  1.8468761745E+00  8.5434284605E-01
  5.2855545174E+08  1.9942587952E+00  8.7422757267E-01
  5.2855545174E+08  2.1534027008E+00  8.9751435915E-01
  5.2855545174E+08  2.3252464539E+00  9.2483550057E-01
  5.2855545174E+08  2.5108035155E+00  9.5694803045E-01
  5.2855545174E+08  2.7111682218E+00  9.9475945413E-01
  5.2855545174E+08  2.9275222379E+00  1.0393590043E+00
  5.2855545174E+08  3.1611415273E+00  1.0920555576E+00
  5.2855545174E+08  3.4134038766E+00  1.1544237111E+00
  5.2855545174E+08  3.6857970212E+00  1.2283598066E+00
  5.2855545174E+08  3.9799274192E+00  1.3161500436E+00
  5.2855545174E+08  4.2975297259E+00  1.4205534213E+00
  5.2855545174E+08  4.6404770237E+00  1.5449027489E+00
  5.2855545174E+08  5.0107918691E+00  1.6932277152E+00
  5.2855545174E+08  5.4106582205E+00  1.8704049870E+00
  5.2855545174E+08  5.8424343185E+00  2.0823413552E+00
  5.2855545174E+08  6.3086665938E+00  2.3361973096E+00
  5.2855545174E+08  6.8121046848E+00  2.6406601314E+00
  5.2855545174E+08  7.3557176540E+00  3.0062776923E+00
  5.2855545174E+08  7.9427114979E+00  3.4458666689E+00
  5.2855545174E+08  8.5765480550E+00  3.9750120134E+00
  5.2855545174E+08  9.2609654221E+00  4.6126784236E+00
  5.2855545174E+08  1.0000000000E+01  5.3819593310E+00
  6.7789270562E+08  5.0000000000E-03  7.2436067412E-01
  6.7789270562E+08  5.3990051491E-03  7.2437010116E-01
  6.7789270562E+08  5.8298513201E-03  7.2438028817E-01
  6.7789270562E+08  6.2950794591E-03  7.2439129709E-01
  6.7789270562E+08  6.7974332828E-03  7.2440319500E-01
  6.7789270562E+08  7.3398754590E-03  7.2441605458E-01
  6.7789270562E+08  7.9256050794E-03  7.2442995461E-01
  6.7789270562E+08  8.5580765267E-03  7.2444498048E-01
  6.7789270562E+08  9.2410198469E-03  7.2446122480E-01
  6.7789270562E+08  9.9784627473E-03  7.2447878802E-01
  6.7789270562E+08  1.0774754351E-02  7.2449777915E-01
  6.7789270562E+08  1.1634590844E-02  7.2451831653E-01
  6.7789270562E+08  1.2563043175E-02  7.2454052867E-01
  6.7789270562E+08  1.3565586958E-02  7.2456455518E-01
  6.7789270562E+08  1.4648134767E-02  7.2459054782E-01
  6.7789270562E+08  1.5817071007E-02  7.2461867162E-01
  6.7789270562E+08  1.7079289562E-02  7.2464910614E-01
  6.7789270562E+08  1.8442234458E-02  7.2468204685E-01
  6.7789270562E+08  1.9913943760E-02  7.2471770667E-01
  6.7789270562E+08  2.1503096980E-02  7.2475631767E-01
  6.7789270562E+08  2.3219066263E-02  7.2479813298E-01
  6.7789270562E+08  2.5071971662E-02  7.2484342886E-01
  6.7789270562E+08  2.7072740821E-02  7.2489250707E-01
  6.7789270562E+08  2.9233173419E-02  7.2494569749E-01
  6.7789270562E+08  3.1566010763E-02  7.2500336103E-01
  6.7789270562E+08  3.4085010929E-02  7.2506589288E-01
  6.7789270562E+08  3.6805029903E-02  7.2513372623E-01
  6.7789270562E+08  3.9742109192E-02  7.2520733635E-01
  6.7789270562E+08  4.2913570433E-02  7.2528724524E-01
  6.7789270562E+08  4.6338117547E-02  7.2537402686E-01
  6.7789270562E+08  5.0035947047E-02  7.2546831304E-01
  6.7789270562E+08  5.4028867150E-02  7.2557080012E-01
  6.7789270562E+08  5.8340426388E-02  7.2568225655E-01
  6.7789270562E+08  6.2996052495E-02  7.2580353149E-01
  6.7789270562E+08  6.8023202359E-02  7.2593556452E-01
  6.7789270562E+08  7.3451523959E-02  7.2607939685E-01
  6.7789270562E+08  7.9313031213E-02  7.2623618396E-01
  6.7789270562E+08  8.5642292783E-02  7.2640721020E-01
  6.7789270562E+08  9.2476635943E-02  7.2659390538E-01
  6.7789270562E+08  9.9856366727E-02  7.2679786394E-01
  6.7789270562E+08  1.0782500763E-01  7.2702086694E-01
  6.7789270562E+08  1.1642955428E-01  7.2726490734E-01
  6.7789270562E+08  1.2572075261E-01  7.2753221932E-01
  6.7789270562E+08  1.3575339814E-01  7.2782531202E-01
  6.7789270562E+08  1.4658665911E-01  7.2814700874E-01
  6.7789270562E+08  1.5828442547E-01  7.2850049239E-01
  6.7789270562E+08  1.7091568562E-01  7.2888935828E-01
  6.7789270562E+08  1.8455493335E-01  7.2931767566E-01
  6.7789270562E+08  1.9928260709E-01  7.2979005938E-01
  6.7789270562E+08  2.1518556436E-01  7.3031175374E-01
  6.7789270562E+08  2.3235759400E-01  7.3088873041E-01
  6.7789270562E+08  2.5089996929E-01  7.3152780332E-01
  6.7789270562E+08  2.7092204523E-01  7.3223676330E-01
  6.7789270562E+08  2.9254190344E-01  7.3302453638E-01
  6.7789270562E+08  3.1588704860E-01  7.3390136993E-01
  6.7789270562E+08  3.4109516039E-01  7.3487905187E-01
  6.7789270562E+08  3.6831490545E-01  7.3597116918E-01
  6.7789270562E+08  3.9770681421E-01  7.3719341283E-01
  6.7789270562E+08  4.2944422755E-01  7.3856393827E-01
  6.7789270562E+08  4.6371431916E-01  7.4010379170E-01
  6.7789270562E+08  5.0071919938E-01  7.4183741452E-01
  6.7789270562E+08  5.4067710714E-01  7.4379324108E-01
  6.7789270562E+08  5.8382369709E-01  7.4600440719E-01
  6.7789270562E+08  6.3041342936E-01  7.4850959084E-01
  6.7789270562E+08  6.8072107024E-01  7.5135401151E-01
  6.7789270562E+08  7.3504331267E-01  7.5459061863E-01
  6.7789270562E+08  7.9370052598E-01  7.5828150603E-01
  6.7789270562E+08  8.5703864533E-01  7.6249959690E-01
  6.7789270562E+08  9.2543121183E-01  7.6733065678E-01
  6.7789270562E+08  9.9928157557E-01  7.7287569952E-01
  6.7789270562E+08  1.0790252744E+00  7.7925386385E-01
  6.7789270562E+08  1.1651326025E+00  7.8660586357E-01
  6.7789270562E+08  1.2581113840E+00  7.9509813133E-01
  6.7789270562E+08  1.3585099681E+00  8.0492779240E-01
  6.7789270562E+08  1.4669204626E+00  8.1632865890E-01
  6.7789270562E+08  1.5839822262E+00  8.2957845049E-01
  6.7789270562E+08  1.7103856391E+00  8.4500750189E-01
  6.7789270562E+08  1.8468761745E+00  8.6300929180E-01
  6.7789270562E+08  1.9942587952E+00  8.8405315308E-01
  6.7789270562E+08  2.1534027008E+00  9.0869967591E-01
  6.7789270562E+08  2.3252464539E+00  9.3761933287E-01
  6.7789270562E+08  2.5108035155E+00  9.7161508149E-01
  6.7789270562E+08  2.7111682218E+00  1.0116497454E+00
  6.7789270562E+08  2.9275222379E+00  1.0588792700E+00
  6.7789270562E+08  3.1611415273E+00  1.1146930995E+00
  6.7789270562E+08  3.4134038766E+00  1.1807632322E+00
  6.7789270562E+08  3.6857970212E+00  1.2591039109E+00
  6.7789270562E+08  3.9799274192E+00  1.3521442143E+00
  6.7789270562E+08  4.2975297259E+00  1.4628164639E+00
  6.7789270562E+08  4.6404770237E+00  1.5946639562E+00
  6.7789270562E+08  5.0107918691E+00  1.7519722728E+00
  6.7789270562E+08  5.4106582205E+00  1.9399294595E+00
  6.7789270562E+08  5.8424343185E+00  2.1648215759E+00
  6.7789270562E+08  6.3086665938E+00  2.4342715101E+00
  6.7789270562E+08  6.8121046848E+00  2.7575308148E+00
  6.7789270562E+08  7.3557176540E+00  3.1458365375E+00
  6.7789270562E+08  7.9427114979E+00  3.6128478019E+00
  6.7789270562E+08  8.5765480550E+00  4.1751802346E+00
  6.7789270562E+08  9.2609654221E+00  4.8530605202E+00
  6.7789270562E+08  1.0000000000E+01  5.6711285229E+00
  8.6942348021E+08  5.0000000000E-03  7.2542242197E-01
  8.6942348021E+08  5.3990051491E-03  7.2543245318E-01
  8.6942348021E+08  5.8298513201E-03  7.2544329302E-01
  8.6942348021E+08  6.2950794591E-03  7.2545500739E-01
  8.6942348021E+08  6.7974332828E-03  7.2546766764E-01
  8.6942348021E+08  7.3398754590E-03  7.2548135111E-01
  8.6942348021E+08  7.9256050794E-03  7.2549614158E-01
  8.6942348021E+08  8.5580765267E-03  7.2551212990E-01
  8.6942348021E+08  9.2410198469E-03  7.2552941459E-01
  8.6942348021E+08  9.9784627473E-03  7.2554810250E-01
  8.6942348021E+08  1.0774754351E-02  7.2556830959E-01
  8.6942348021E+08  1.1634590844E-02  7.2559016172E-01
  8.6942348021E+08  1.2563043175E-02  7.2561379559E-01
  8.6942348021E+08  1.3565586958E-02  7.2563935968E-01
  8.6942348021E+08  1.4648134767E-02  7.2566701541E-01
  8.6942348021E+08  1.5817071007E-02  7.2569693827E-01
  8.6942348021E+08  1.7079289562E-02  7.2572931923E-01
  8.6942348021E+08  1.8442234458E-02  7.2576436615E-01
  8.6942348021E+08  1.9913943760E-02  7.2580230543E-01
  8.6942348021E+08  2.1503096980E-02  7.2584338385E-01
  8.6942348021E+08  2.3219066263E-02  7.2588787053E-01
